level,entryId,term,reading,meaningEn,meaningViDraft
N1,n1_tanos_3277,アマチュア,アマチュア,amateur,[VI cần duyệt] amateur
N1,n1_tanos_3278,アラブ,アラブ,Arab,[VI cần duyệt] Arab
N1,n1_tanos_3279,アルカリ,アルカリ,alkali,[VI cần duyệt] alkali
N1,n1_tanos_3280,アルミ,アルミ,"aluminum , aluminium",[VI cần duyệt] aluminum; [VI cần duyệt] aluminium
N1,n1_tanos_3281,アワー,アワー,hour,[VI cần duyệt] hour
N1,n1_tanos_3282,アンケート,アンケート,"questionnaire , survey",[VI cần duyệt] questionnaire; [VI cần duyệt] survey
N1,n1_tanos_3283,アンコール,アンコール,encore,[VI cần duyệt] encore
N1,n1_tanos_3284,イエス,イエス,"Jesus, yes",[VI cần duyệt] Jesus; [VI cần duyệt] yes
N1,n1_tanos_3285,インターチェンジ,インターチェンジ,interchange,[VI cần duyệt] interchange
N1,n1_tanos_3286,インターナショナル,インターナショナル,international,[VI cần duyệt] international
N1,n1_tanos_3287,インターフォン,インターフォン,intercom,[VI cần duyệt] intercom
N1,n1_tanos_3288,インテリ,インテリ,"egghead, intelligentsia",[VI cần duyệt] egghead; [VI cần duyệt] intelligentsia
N1,n1_tanos_3290,インフレ,インフレ,inflation,[VI cần duyệt] inflation
N1,n1_tanos_3291,ウェートレス,ウェートレス,waitress,[VI cần duyệt] waitress
N1,n1_tanos_3292,エアメール,エアメール,air mail,[VI cần duyệt] air mail
N1,n1_tanos_3293,エレガント,エレガント,elegant,[VI cần duyệt] elegant
N1,n1_tanos_3294,エンジニア,エンジニア,engineer,[VI cần duyệt] engineer
N1,n1_tanos_3295,オーケー,オーケー,OK,[VI cần duyệt] OK
N1,n1_tanos_3296,オートマチック,オートマチック,automatic,[VI cần duyệt] automatic
N1,n1_tanos_3297,オープン,オープン,open,[VI cần duyệt] open
N1,n1_tanos_3298,オリエンテーション,オリエンテーション,orientation,[VI cần duyệt] orientation
N1,n1_tanos_3299,オレンジ,オレンジ,an orange,[VI cần duyệt] an orange
N1,n1_tanos_3300,オンライン,オンライン,on-line,[VI cần duyệt] on-line
N1,n1_tanos_3301,カーペット,カーペット,carpet,[VI cần duyệt] carpet
N1,n1_tanos_3302,カクテル,カクテル,cocktail,[VI cần duyệt] cocktail
N1,n1_tanos_3303,カット,カット,"cut, cutting",[VI cần duyệt] cut; [VI cần duyệt] cutting
N1,n1_tanos_3304,カテゴリー,カテゴリー,category,[VI cần duyệt] category
N1,n1_tanos_3305,カムバック,カムバック,comeback,[VI cần duyệt] comeback
N1,n1_tanos_3306,カメラマン,カメラマン,cameraman,[VI cần duyệt] cameraman
N1,n1_tanos_3307,カルテ,カルテ,clinical records,[VI cần duyệt] clinical records
N1,n1_tanos_3308,カンニング,カンニング,"cunning, cheat",[VI cần duyệt] cunning; [VI cần duyệt] cheat
N1,n1_tanos_3309,ガイド,ガイド,tour guide,[VI cần duyệt] tour guide
N1,n1_tanos_3310,ガイドブック,ガイドブック,guidebook,[VI cần duyệt] guidebook
N1,n1_tanos_3311,ガレージ,ガレージ,garage,[VI cần duyệt] garage
N1,n1_tanos_3312,キャッチ,キャッチ,catch,[VI cần duyệt] catch
N1,n1_tanos_3313,キャリア,キャリア,"career, career government employee",[VI cần duyệt] career; [VI cần duyệt] career government employee
N1,n1_tanos_3314,クイズ,クイズ,quiz,[VI cần duyệt] quiz
N1,n1_tanos_3315,クラブ,クラブ,"club, crab",[VI cần duyệt] club; [VI cần duyệt] crab
N1,n1_tanos_3316,クレーン,クレーン,crane,[VI cần duyệt] crane
N1,n1_tanos_3317,グラフ,グラフ,graph,[VI cần duyệt] graph
N1,n1_tanos_3318,グレー,グレー,"grey, gray",[VI cần duyệt] grey; [VI cần duyệt] gray
N1,n1_tanos_3320,コーナー,コーナー,corner,[VI cần duyệt] corner
N1,n1_tanos_3321,コマーシャル,コマーシャル,a commercial,[VI cần duyệt] a commercial
N1,n1_tanos_3322,コミュニケーション,コミュニケーション,communication,[VI cần duyệt] communication
N1,n1_tanos_3323,コメント,コメント,comment,[VI cần duyệt] comment
N1,n1_tanos_3324,コンタクト,コンタクト,"contact, contact lens",[VI cần duyệt] contact; [VI cần duyệt] contact lens
N1,n1_tanos_3325,コンテスト,コンテスト,contest,[VI cần duyệt] contest
N1,n1_tanos_3326,コントラスト,コントラスト,contrast,[VI cần duyệt] contrast
N1,n1_tanos_3327,コントロール,コントロール,control,[VI cần duyệt] control
N1,n1_tanos_3328,コンパス,コンパス,compass,[VI cần duyệt] compass
N1,n1_tanos_3329,サイクル,サイクル,cycle,[VI cần duyệt] cycle
N1,n1_tanos_3331,サボる,サボる,"to be truant, to be idle, to sabotage by slowness",[VI cần duyệt] to be truant; [VI cần duyệt] to be idle; [VI cần duyệt] to sabotage by slowness
N1,n1_tanos_3332,サンキュー,サンキュー,thank you,[VI cần duyệt] thank you
N1,n1_tanos_3333,サンタクロース,サンタクロース,Santa Claus,[VI cần duyệt] Santa Claus
N1,n1_tanos_3334,シート,シート,"seat, sheet",[VI cần duyệt] seat; [VI cần duyệt] sheet
N1,n1_tanos_3336,シック,シック,chic,[VI cần duyệt] chic
N1,n1_tanos_3337,シナリオ,シナリオ,scenario,[VI cần duyệt] scenario
N1,n1_tanos_3338,ショー,ショー,show,[VI cần duyệt] show
N1,n1_tanos_3339,ショック,ショック,shock,[VI cần duyệt] shock
N1,n1_tanos_3340,ジーパン,ジーパン,"jeans , dungarees",[VI cần duyệt] jeans; [VI cần duyệt] dungarees
N1,n1_tanos_3341,ジャズ,ジャズ,jazz,[VI cần duyệt] jazz
N1,n1_tanos_3342,ジャンパー,ジャンパー,"jacket, jumper",[VI cần duyệt] jacket; [VI cần duyệt] jumper
N1,n1_tanos_3343,ジャンプ,ジャンプ,jump,[VI cần duyệt] jump
N1,n1_tanos_3344,ジャンボ,ジャンボ,jumbo,[VI cần duyệt] jumbo
N1,n1_tanos_3345,ジャンル,ジャンル,genre,[VI cần duyệt] genre
N1,n1_tanos_3346,スタジオ,スタジオ,studio,[VI cần duyệt] studio
N1,n1_tanos_3347,スチーム,スチーム,steam,[VI cần duyệt] steam
N1,n1_tanos_3348,ストライキ,ストライキ,strike,[VI cần duyệt] strike
N1,n1_tanos_3349,ストレス,ストレス,stress,[VI cần duyệt] stress
N1,n1_tanos_3350,ストロー,ストロー,straw,[VI cần duyệt] straw
N1,n1_tanos_3351,ストロボ,ストロボ,"stroboscope , strobe lamp, stroboscopic lamp",[VI cần duyệt] stroboscope; [VI cần duyệt] strobe lamp; [VI cần duyệt] stroboscopic lamp
N1,n1_tanos_3353,スプリング,スプリング,spring,[VI cần duyệt] spring
N1,n1_tanos_3354,スペース,スペース,space,[VI cần duyệt] space
N1,n1_tanos_3355,スポーツカー,スポーツカー,sports car,[VI cần duyệt] sports car
N1,n1_tanos_3356,スラックス,スラックス,slacks,[VI cần duyệt] slacks
N1,n1_tanos_3357,セール,セール,sale,[VI cần duyệt] sale
N1,n1_tanos_3358,セクション,セクション,section,[VI cần duyệt] section
N1,n1_tanos_3359,セックス,セックス,sexual intercourse,[VI cần duyệt] sexual intercourse
N1,n1_tanos_3360,セレモニー,セレモニー,ceremony,[VI cần duyệt] ceremony
N1,n1_tanos_3361,センス,センス,good sense,[VI cần duyệt] good sense
N1,n1_tanos_3362,ゼリー,ゼリー,"1. jelly, 2. Jerry",[VI cần duyệt] 1. jelly; [VI cần duyệt] 2. Jerry
N1,n1_tanos_3363,ソース,ソース,source,[VI cần duyệt] source
N1,n1_tanos_3364,ソックス,ソックス,socks,[VI cần duyệt] socks
N1,n1_tanos_3365,ソロ,ソロ,solo,[VI cần duyệt] solo
N1,n1_tanos_3366,タイトル,タイトル,title,[VI cần duyệt] title
N1,n1_tanos_3367,タイピスト,タイピスト,typist,[VI cần duyệt] typist
N1,n1_tanos_3368,タイマー,タイマー,timer,[VI cần duyệt] timer
N1,n1_tanos_3369,タイミング,タイミング,timing,[VI cần duyệt] timing
N1,n1_tanos_3371,タイムリー,タイムリー,"timely, run-batted-in , RBI",[VI cần duyệt] timely; [VI cần duyệt] run-batted-in; [VI cần duyệt] RBI
N1,n1_tanos_3372,タイヤ,タイヤ,"tire, tyre",[VI cần duyệt] tire; [VI cần duyệt] tyre
N1,n1_tanos_3373,タイル,タイル,tile,[VI cần duyệt] tile
N1,n1_tanos_3374,タレント,タレント,"talent, star, personality",[VI cần duyệt] talent; [VI cần duyệt] star; [VI cần duyệt] personality
N1,n1_tanos_3375,タワー,タワー,tower,[VI cần duyệt] tower
N1,n1_tanos_3376,ダース,ダース,dozen,[VI cần duyệt] dozen
N1,n1_tanos_3377,ダウン,ダウン,down,[VI cần duyệt] down
N1,n1_tanos_3378,ダブる,ダブる,"to coincide , to have two of something, to repeat a school year after failing",[VI cần duyệt] to coincide; [VI cần duyệt] to have two of something; [VI cần duyệt] to repeat a school year after failing
N1,n1_tanos_3379,ダンプ,ダンプ,dump,[VI cần duyệt] dump
N1,n1_tanos_3380,チームワーク,チームワーク,teamwork,[VI cần duyệt] teamwork
N1,n1_tanos_3382,チャイム,チャイム,chime,[VI cần duyệt] chime
N1,n1_tanos_3383,チャンネル,チャンネル,a channel,[VI cần duyệt] a channel
N1,n1_tanos_3384,ティッシュペーパー,ティッシュペーパー,tissue paper,[VI cần duyệt] tissue paper
N1,n1_tanos_3385,テレックス,テレックス,"telex, teletypewriter exchange",[VI cần duyệt] telex; [VI cần duyệt] teletypewriter exchange
N1,n1_tanos_3387,デコレーション,デコレーション,decoration,[VI cần duyệt] decoration
N1,n1_tanos_3388,デザート,デザート,dessert,[VI cần duyệt] dessert
N1,n1_tanos_3389,デザイン,デザイン,design,[VI cần duyệt] design
N1,n1_tanos_3390,デッサン,デッサン,rough sketch,[VI cần duyệt] rough sketch
N1,n1_tanos_3391,デモンストレーション,デモンストレーション,demonstration,[VI cần duyệt] demonstration
N1,n1_tanos_3392,トーン,トーン,tone,[VI cần duyệt] tone
N1,n1_tanos_3394,トランジスター,トランジスター,transistor,[VI cần duyệt] transistor
N1,n1_tanos_3395,ドライ,ドライ,dry,[VI cần duyệt] dry
N1,n1_tanos_3396,ドライクリーニング,ドライクリーニング,dry cleaning,[VI cần duyệt] dry cleaning
N1,n1_tanos_3397,ドライバー,ドライバー,"driver, screwdriver",[VI cần duyệt] driver; [VI cần duyệt] screwdriver
N1,n1_tanos_3398,ドライブイン,ドライブイン,drive in,[VI cần duyệt] drive in
N1,n1_tanos_3399,ドリル,ドリル,drill,[VI cần duyệt] drill
N1,n1_tanos_3400,ナイター,ナイター,"game under lights , night game",[VI cần duyệt] game under lights; [VI cần duyệt] night game
N1,n1_tanos_3401,ナプキン,ナプキン,napkin,[VI cần duyệt] napkin
N1,n1_tanos_3402,ナンセンス,ナンセンス,nonsense,[VI cần duyệt] nonsense
N1,n1_tanos_3404,ニュアンス,ニュアンス,nuance,[VI cần duyệt] nuance
N1,n1_tanos_3405,ネガ,ネガ,negative,[VI cần duyệt] negative
N1,n1_tanos_3406,ノイローゼ,ノイローゼ,neurosis,[VI cần duyệt] neurosis
N1,n1_tanos_3407,ハンガー,ハンガー,"hangar, hanger, hunger",[VI cần duyệt] hangar; [VI cần duyệt] hanger; [VI cần duyệt] hunger
N1,n1_tanos_3408,バー,バー,bar,[VI cần duyệt] bar
N1,n1_tanos_3409,バッジ,バッジ,badge,[VI cần duyệt] badge
N1,n1_tanos_3410,バット,バット,"bat, vat",[VI cần duyệt] bat; [VI cần duyệt] vat
N1,n1_tanos_3411,パジャマ,パジャマ,"pajamas, pyjamas",[VI cần duyệt] pajamas; [VI cần duyệt] pyjamas
N1,n1_tanos_3412,パチンコ,パチンコ,pachinko,[VI cần duyệt] pachinko
N1,n1_tanos_3413,パトカー,パトカー,patrol car,[VI cần duyệt] patrol car
N1,n1_tanos_3414,パンク,パンク,"1. puncture, bursting, 2. punk",[VI cần duyệt] 1. puncture; [VI cần duyệt] bursting; [VI cần duyệt] 2. punk
N1,n1_tanos_3415,ヒント,ヒント,hint,[VI cần duyệt] hint
N1,n1_tanos_3416,ビールス,ビールス,virus,[VI cần duyệt] virus
N1,n1_tanos_3418,ファイト,ファイト,fight,[VI cần duyệt] fight
N1,n1_tanos_3419,ファイル,ファイル,file,[VI cần duyệt] file
N1,n1_tanos_3420,ファン,ファン,"fan, fun",[VI cần duyệt] fan; [VI cần duyệt] fun
N1,n1_tanos_3421,フィルター,フィルター,filter,[VI cần duyệt] filter
N1,n1_tanos_3422,フェリー,フェリー,ferry,[VI cần duyệt] ferry
N1,n1_tanos_3423,フォーム,フォーム,"foam, form",[VI cần duyệt] foam; hình thức
N1,n1_tanos_3425,ブーツ,ブーツ,boots,[VI cần duyệt] boots
N1,n1_tanos_3426,ブーム,ブーム,boom,[VI cần duyệt] boom
N1,n1_tanos_3427,ブザー,ブザー,buzzer,[VI cần duyệt] buzzer
N1,n1_tanos_3428,ブルー,ブルー,blue,[VI cần duyệt] blue
N1,n1_tanos_3429,ベース,ベース,"base, bass",[VI cần duyệt] base; [VI cần duyệt] bass
N1,n1_tanos_3430,ベスト,ベスト,"best, vest",[VI cần duyệt] best; [VI cần duyệt] vest
N1,n1_tanos_3431,ベストセラー,ベストセラー,best-seller,[VI cần duyệt] best-seller
N1,n1_tanos_3432,ペア,ペア,"pair, pear",[VI cần duyệt] pair; [VI cần duyệt] pear
N1,n1_tanos_3433,ホース,ホース,hose,[VI cần duyệt] hose
N1,n1_tanos_3434,ホール,ホール,"hall, hole",[VI cần duyệt] hall; [VI cần duyệt] hole
N1,n1_tanos_3435,ボイコット,ボイコット,boycott,[VI cần duyệt] boycott
N1,n1_tanos_3436,ボルト,ボルト,"volt, bolt",[VI cần duyệt] volt; [VI cần duyệt] bolt
N1,n1_tanos_3437,ポーズ,ポーズ,pause,[VI cần duyệt] pause
N1,n1_tanos_3438,ポイント,ポイント,point,[VI cần duyệt] point
N1,n1_tanos_3440,ポット,ポット,pot,[VI cần duyệt] pot
N1,n1_tanos_3441,ポンプ,ポンプ,pump,[VI cần duyệt] pump
N1,n1_tanos_3442,マーク,マーク,mark,[VI cần duyệt] mark
N1,n1_tanos_3443,マスコミ,マスコミ,mass communication,[VI cần duyệt] mass communication
N1,n1_tanos_3444,マッサージ,マッサージ,massage,[VI cần duyệt] massage
N1,n1_tanos_3445,ミスプリント,ミスプリント,misprint,[VI cần duyệt] misprint
N1,n1_tanos_3446,ミセス,ミセス,Mrs,[VI cần duyệt] Mrs
N1,n1_tanos_3448,ミリ,ミリ,"milli-, 10^-3",[VI cần duyệt] milli-; [VI cần duyệt] 10^-3
N1,n1_tanos_3449,ムード,ムード,mood,[VI cần duyệt] mood
N1,n1_tanos_3450,メーカー,メーカー,maker,[VI cần duyệt] maker
N1,n1_tanos_3452,メディア,メディア,media,[VI cần duyệt] media
N1,n1_tanos_3453,メロディー,メロディー,melody,[VI cần duyệt] melody
N1,n1_tanos_3454,モーテル,モーテル,motel,[VI cần duyệt] motel
N1,n1_tanos_3455,モニター,モニター,monitor,[VI cần duyệt] monitor
N1,n1_tanos_3457,ユニーク,ユニーク,unique,[VI cần duyệt] unique
N1,n1_tanos_3458,ユニフォーム,ユニフォーム,uniform,[VI cần duyệt] uniform
N1,n1_tanos_3459,ライス,ライス,rice,[VI cần duyệt] rice
N1,n1_tanos_3460,ラベル,ラベル,label,[VI cần duyệt] label
N1,n1_tanos_3461,ランプ,ランプ,"lamp, ramp, headlight, light",[VI cần duyệt] lamp; [VI cần duyệt] ramp; [VI cần duyệt] headlight; ánh sáng
N1,n1_tanos_3462,ルーズ,ルーズ,loose,[VI cần duyệt] loose
N1,n1_tanos_3464,レース,レース,"race, lace",[VI cần duyệt] race; [VI cần duyệt] lace
N1,n1_tanos_3465,レギュラー,レギュラー,regular,[VI cần duyệt] regular
N1,n1_tanos_3466,レクリエーション,レクリエーション,recreation,[VI cần duyệt] recreation
N1,n1_tanos_3467,レッスン,レッスン,lesson,[VI cần duyệt] lesson
N1,n1_tanos_3468,レディー,レディー,lady,[VI cần duyệt] lady
N1,n1_tanos_3469,レバー,レバー,"lever, liver",[VI cần duyệt] lever; [VI cần duyệt] liver
N1,n1_tanos_3470,レンジ,レンジ,"range, stove",[VI cần duyệt] range; [VI cần duyệt] stove
N1,n1_tanos_3471,レンタカー,レンタカー,hire car,[VI cần duyệt] hire car
N1,n1_tanos_3472,レントゲン,レントゲン,X-ray,[VI cần duyệt] X-ray
N1,n1_tanos_3473,ロープ,ロープ,rope,[VI cần duyệt] rope
N1,n1_tanos_3474,ローマ字,ローマじ,"romanization, Roman letters",[VI cần duyệt] romanization; [VI cần duyệt] Roman letters
